A股全量股票涨跌幅排行榜
基准日期: 2026-06-25  截止日期: 2026-07-14  生成时间: 2026-07-14 09:14:06
有效股票数: 5,194  上涨: 1,402  下跌: 3,769  中位数: -5.77%  平均: -6.45%
最大涨幅: +127.43%  最大跌幅: -54.61%

+-------+---------+-------------+---------------+-----------+-----------+-----------+-----------+---------+---------+-------+-------+------+---------+
|  排名  |   代码   |     名称     |      行业      |   总市值   |  基准日价  |   当前价   |   涨跌幅   |  前导天  |  天数比  |  风险  |  机会  | 象限  |    PE    |
|   1430 |  688216  | 气派科技     | 未知           |       37亿 |      39.47 |      34.54 |    -12.49% |        8 |     0.7x |     33 |     66 |   G   |     亏损 |
|   1431 |  600446  | 金证股份     | 未知           |       92亿 |      11.14 |       9.75 |    -12.48% |       15 |     1.2x |     42 |     65 |   G   |     亏损 |
|   1432 |  300669  | 沪宁股份     | 未知           |       44亿 |      27.52 |      24.09 |    -12.46% |        4 |     0.3x |     28 |     54 |   G   |    262.9 |
|   1433 |  000037  | 深南电A      | 未知           |       27亿 |       9.16 |       8.02 |    -12.45% |        5 |     0.4x |     28 |     54 |   G   |     26.1 |
|   1434 |  000422  | 湖北宜化     | 未知           |      133亿 |      14.38 |      12.59 |    -12.45% |       10 |     0.8x |     33 |     65 |   G   |     16.0 |
|   1435 |  002950  | 奥美医疗     | 未知           |       37亿 |       9.89 |       8.66 |    -12.44% |        5 |     0.4x |     28 |     49 |   W   |     20.2 |
|   1436 |  300032  | 金龙机电     | 未知           |       27亿 |       3.86 |       3.38 |    -12.44% |       13 |     1.1x |     42 |     64 |   G   |     亏损 |
|   1437 |  300197  | 节能铁汉     | 未知           |       52亿 |       2.01 |       1.76 |    -12.44% |        5 |     0.4x |     28 |     54 |   G   |     亏损 |
|   1438 |  002992  | 宝明科技     | 未知           |       60亿 |      44.08 |      38.60 |    -12.43% |       33 |     2.8x |     48 |     49 |   W   |    450.0 |
|   1439 |  301638  | 南网数字     | 未知           |       54亿 |      24.47 |      21.43 |    -12.42% |       18 |     1.5x |     42 |     64 |   G   |     97.8 |
|   1440 |  002062  | 宏润建设     | 未知           |       78亿 |       7.90 |       6.92 |    -12.41% |       23 |     1.9x |     42 |     54 |   G   |     32.7 |
|   1441 |  003027  | 同兴科技     | 未知           |       16亿 |      17.65 |      15.46 |    -12.41% |        7 |     0.6x |     33 |     66 |   G   |     28.6 |
|   1442 |  301618  | 长联科技     | 未知           |       19亿 |      45.77 |      40.10 |    -12.39% |        4 |     0.3x |     28 |     38 |   W   |    165.2 |
|   1443 |  600711  | 盛屯矿业     | 未知           |      308亿 |      11.38 |       9.97 |    -12.39% |        3 |     0.2x |     28 |     50 |   G   |     11.4 |
|   1444 |  601226  | 华电科工     | 未知           |       68亿 |       6.63 |       5.81 |    -12.39% |       16 |     1.3x |     42 |     70 |   G   |     36.1 |
|   1445 |  688267  | 中触媒       | 未知           |       40亿 |      20.18 |      17.68 |    -12.39% |        4 |     0.3x |     28 |     48 |   W   |     20.6 |
|   1446 |  002716  | 湖南白银     | 未知           |      171亿 |       8.40 |       7.36 |    -12.38% |        3 |     0.2x |     28 |     43 |   W   |     44.4 |
|   1447 |  000539  | 粤电力A      | 未知           |      150亿 |       6.71 |       5.88 |    -12.37% |        5 |     0.4x |     28 |     54 |   G   |     37.1 |
|   1448 |  600851  | 海欣股份     | 未知           |       63亿 |       9.78 |       8.57 |    -12.37% |        4 |     0.3x |     28 |     44 |   W   |     60.2 |
|   1449 |  688077  | 大地熊       | 未知           |       29亿 |      28.93 |      25.35 |    -12.37% |       70 |     5.8x |     56 |     43 |   R   |     46.6 |
|   1450 |  000531  | 穗恒运A      | 未知           |       51亿 |       6.39 |       5.60 |    -12.36% |       14 |     1.2x |     42 |     65 |   G   |     14.6 |
|   1451 |  002026  | 山东威达     | 未知           |       44亿 |      11.33 |       9.93 |    -12.36% |       19 |     1.6x |     42 |     60 |   G   |     17.0 |
|   1452 |  301668  | 昊创瑞通     | 未知           |        7亿 |      34.67 |      30.39 |    -12.34% |       17 |     1.4x |     44 |     54 |   G   |     41.9 |
|   1453 |  603390  | 通达电气     | 未知           |       34亿 |      11.10 |       9.73 |    -12.34% |       17 |     1.4x |     42 |     64 |   G   |     26.2 |
|   1454 |  300927  | 江天化学     | 未知           |       28亿 |      22.87 |      20.05 |    -12.33% |       23 |     1.9x |     44 |     60 |   G   |     91.7 |
|   1455 |  300587  | 天铁科技     | 未知           |       36亿 |       3.90 |       3.42 |    -12.31% |        4 |     0.3x |     28 |     54 |   G   |     亏损 |
|   1456 |  300651  | 金陵体育     | 未知           |       17亿 |      18.36 |      16.10 |    -12.31% |        9 |     0.8x |     33 |     70 |   G   |     36.0 |
|   1457 |  000837  | 秦川机床     | 未知           |       98亿 |      11.06 |       9.70 |    -12.30% |       11 |     0.9x |     33 |     76 |   G   |    199.8 |
|   1458 |  002357  | 富临运业     | 未知           |       26亿 |       9.59 |       8.41 |    -12.30% |       20 |     1.7x |     44 |     48 |   W   |     15.4 |
|   1459 |  002738  | 中矿资源     | 未知           |      363亿 |      58.15 |      51.00 |    -12.30% |       21 |     1.8x |     42 |     60 |   G   |     44.3 |
|   1460 |  002973  | 侨银股份     | 未知           |       32亿 |      11.64 |      10.21 |    -12.29% |       13 |     1.1x |     48 |     49 |   W   |     27.6 |
|   1461 |  300997  | 欢乐家       | 未知           |       54亿 |      15.70 |      13.77 |    -12.29% |       15 |     1.2x |     44 |     65 |   G   |    127.2 |
|   1462 |  688609  | 九联科技     | 未知           |       49亿 |      11.07 |       9.71 |    -12.29% |       22 |     1.8x |     46 |     38 |   W   |     亏损 |
|   1463 |  000630  | 铜陵有色     | 未知           |      653亿 |       6.68 |       5.86 |    -12.28% |        3 |     0.2x |     28 |     50 |   G   |     29.9 |
|   1464 |  600876  | 凯盛新能     | 未知           |       25亿 |       7.33 |       6.43 |    -12.28% |        2 |     0.2x |     28 |     55 |   G   |     亏损 |
|   1465 |  300885  | 海昌新材     | 未知           |       36亿 |      24.28 |      21.30 |    -12.27% |       19 |     1.6x |     42 |     60 |   G   |     85.7 |
|   1466 |  300810  | 中科海讯     | 未知           |       26亿 |      26.02 |      22.83 |    -12.26% |       22 |     1.8x |     42 |     54 |   G   |     亏损 |
|   1467 |  300850  | 新强联       | 未知           |       70亿 |      26.60 |      23.34 |    -12.26% |       13 |     1.1x |     42 |     70 |   G   |     12.1 |
|   1468 |  688348  | 昱能科技     | 未知           |       47亿 |      34.53 |      30.30 |    -12.25% |       16 |     1.3x |     42 |     59 |   G   |     亏损 |
|   1469 |  603031  | 安孚科技     | 未知           |      160亿 |      57.82 |      50.74 |    -12.24% |        3 |     0.2x |     28 |     39 |   W   |     65.8 |
|   1470 |  688249  | 晶合集成     | 未知           |      618亿 |      58.21 |      51.09 |    -12.23% |        4 |     0.3x |     28 |     43 |   W   |    183.4 |
|   1471 |  000572  | 海马汽车     | 未知           |       56亿 |       3.85 |       3.38 |    -12.21% |       13 |     1.1x |     42 |     59 |   G   |     亏损 |
|   1472 |  300056  | 中创环保     | 未知           |       28亿 |       8.20 |       7.20 |    -12.20% |       11 |     0.9x |     36 |     65 |   G   |     亏损 |
|   1473 |  688219  | 会通股份     | 未知           |       58亿 |      12.05 |      10.58 |    -12.20% |       14 |     1.2x |     44 |     70 |   G   |     29.0 |
|   1474 |  000839  | 国安股份     | 未知           |       93亿 |       2.71 |       2.38 |    -12.18% |       22 |     1.8x |     42 |     43 |   W   |    106.6 |
|   1475 |  300412  | 迦南科技     | 未知           |       19亿 |       4.68 |       4.11 |    -12.18% |        4 |     0.3x |     28 |     49 |   W   |     80.7 |
|   1476 |  002300  | 太阳电缆     | 未知           |       43亿 |       6.84 |       6.01 |    -12.13% |       11 |     0.9x |     33 |     59 |   G   |     55.4 |
|   1477 |  603355  | 莱克电气     | 未知           |      146亿 |      29.04 |      25.52 |    -12.12% |       10 |     0.8x |     37 |     49 |   W   |     24.9 |
|   1478 |  688809  | 强一股份     | 未知           |      139亿 |     612.20 |     538.04 |    -12.11% |       10 |     0.8x |     33 |     65 |   G   |    141.4 |
|   1479 |  300891  | 惠云钛业     | 未知           |       20亿 |       6.86 |       6.03 |    -12.10% |       23 |     1.9x |     44 |     54 |   G   |     亏损 |
|   1480 |  300099  | 尤洛卡       | 未知           |       33亿 |       6.45 |       5.67 |    -12.09% |        5 |     0.4x |     32 |     38 |   W   |     22.7 |
|   1481 |  002624  | 完美世界     | 未知           |      192亿 |      11.92 |      10.48 |    -12.08% |       10 |     0.8x |     33 |     64 |   G   |     38.3 |
|   1482 |  688314  | 康拓医疗     | 未知           |       26亿 |      36.22 |      31.85 |    -12.07% |        7 |     0.6x |     36 |     66 |   G   |     29.6 |
|   1483 |  002079  | 苏州固锝     | 未知           |      105亿 |      14.67 |      12.91 |    -12.02% |        6 |     0.5x |     28 |     43 |   W   |     96.0 |
|   1484 |  002861  | 瀛通通讯     | 未知           |       29亿 |      21.64 |      19.04 |    -12.01% |        4 |     0.3x |     28 |     38 |   W   |     亏损 |
|   1485 |  300607  | 拓斯达       | 未知           |      120亿 |      40.24 |      35.41 |    -12.00% |        7 |     0.6x |     33 |     66 |   G   |    143.0 |
|   1486 |  000688  | 国城矿业     | 未知           |      351亿 |      33.69 |      29.65 |    -11.99% |        3 |     0.2x |     28 |     48 |   W   |     51.2 |
|   1487 |  301299  | 卓创资讯     | 未知           |       18亿 |      46.38 |      40.82 |    -11.99% |       17 |     1.4x |     42 |     70 |   G   |     37.7 |
|   1488 |  603396  | 金辰股份     | 未知           |       32亿 |      26.22 |      23.08 |    -11.98% |       13 |     1.1x |     42 |     64 |   G   |     59.0 |
|   1489 |  300504  | 天邑股份     | 未知           |       34亿 |      17.63 |      15.52 |    -11.97% |       47 |     3.9x |     52 |     28 |   R   |     亏损 |
|   1490 |  002189  | 中光学       | 未知           |       49亿 |      21.48 |      18.91 |    -11.96% |        3 |     0.2x |     28 |     44 |   W   |     亏损 |
|   1491 |  300970  | 华绿生物     | 未知           |       21亿 |      19.66 |      17.31 |    -11.95% |       21 |     1.8x |     44 |     60 |   G   |     12.6 |
|   1492 |  301522  | 上大股份     | 未知           |       65亿 |      26.62 |      23.44 |    -11.95% |       22 |     1.8x |     42 |     48 |   W   |     85.5 |
|   1493 |  600362  | 江西铜业     | 未知           |      830亿 |      45.43 |      40.00 |    -11.95% |        3 |     0.2x |     28 |     50 |   G   |     17.3 |
|   1494 |  688585  | 上纬新材     | 未知           |      547亿 |     153.88 |     135.49 |    -11.95% |       14 |     1.2x |     42 |     70 |   G   |     亏损 |
|   1495 |  603400  | 华之杰       | 未知           |       14亿 |      55.55 |      48.92 |    -11.94% |       13 |     1.1x |     42 |     70 |   G   |     44.0 |
|   1496 |  605158  | 华达新材     | 未知           |       31亿 |       6.95 |       6.12 |    -11.94% |       26 |     2.2x |     52 |     49 |   R   |     亏损 |
|   1497 |  002897  | 意华股份     | 未知           |      149亿 |      91.65 |      80.73 |    -11.91% |        8 |     0.7x |     37 |     44 |   W   |     53.2 |
|   1498 |  600699  | 均胜电子     | 未知           |      280亿 |      22.77 |      20.06 |    -11.90% |       13 |     1.1x |     42 |     70 |   G   |     22.3 |
|   1499 |  300701  | 森霸传感     | 未知           |       22亿 |      10.01 |       8.82 |    -11.89% |       19 |     1.6x |     42 |     54 |   G   |     33.2 |
|   1500 |  688196  | 卓越新能     | 未知           |       41亿 |      36.92 |      32.53 |    -11.89% |       16 |     1.3x |     42 |     70 |   G   |     33.5 |
|   1501 |  301317  | 鑫磊股份     | 未知           |       30亿 |      65.39 |      57.63 |    -11.87% |        8 |     0.7x |     37 |     39 |   W   |     亏损 |
|   1502 |  600071  | 凤凰光学     | 未知           |       42亿 |      17.02 |      15.00 |    -11.87% |       26 |     2.2x |     48 |     54 |   G   |    155.3 |
|   1503 |  001308  | 康冠科技     | 未知           |       87亿 |      20.24 |      17.84 |    -11.86% |       63 |     5.2x |     56 |     43 |   R   |     28.2 |
|   1504 |  002366  | 融发核电     | 未知           |       92亿 |       5.65 |       4.98 |    -11.86% |       15 |     1.2x |     42 |     70 |   G   |     亏损 |
|   1505 |  600416  | 湘电股份     | 未知           |      133亿 |      10.21 |       9.00 |    -11.85% |       19 |     1.6x |     42 |     43 |   W   |     59.5 |
|   1506 |  000066  | 中国长城     | 未知           |      582亿 |      20.47 |      18.05 |    -11.82% |        2 |     0.2x |     32 |     23 |   W   |   2886.2 |
|   1507 |  001255  | 博菲电气     | 未知           |       18亿 |      26.31 |      23.20 |    -11.82% |       13 |     1.1x |     44 |     70 |   G   |    185.2 |
|   1508 |  301268  | 铭利达       | 未知           |       47亿 |      14.55 |      12.83 |    -11.82% |       13 |     1.1x |     42 |     64 |   G   |     亏损 |
|   1509 |  002163  | 海南发展     | 未知           |       61亿 |       8.64 |       7.62 |    -11.81% |       13 |     1.1x |     46 |     54 |   G   |     亏损 |
|   1510 |  605303  | 园林股份     | 未知           |       37亿 |      25.87 |      22.82 |    -11.79% |        3 |     0.2x |     30 |     33 |   W   |     亏损 |
|   1511 |  000795  | 英洛华       | 未知           |       90亿 |       9.17 |       8.09 |    -11.78% |       63 |     5.2x |     56 |     50 |   Y   |     36.0 |
|   1512 |  300162  | 雷曼光电     | 未知           |       31亿 |      10.11 |       8.92 |    -11.77% |        3 |     0.2x |     30 |     60 |   G   |     亏损 |
|   1513 |  601865  | 福莱特       | 未知           |      175亿 |      10.45 |       9.22 |    -11.77% |       21 |     1.8x |     42 |     48 |   W   |     23.7 |
|   1514 |  300978  | 东箭科技     | 未知           |       23亿 |       8.93 |       7.88 |    -11.76% |       21 |     1.8x |     42 |     54 |   G   |     26.7 |
|   1515 |  600230  | 沧州大化     | 未知           |       52亿 |      14.20 |      12.53 |    -11.76% |       23 |     1.9x |     44 |     43 |   W   |     64.4 |
